City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,vorgashor,67.5833,63.95,-20.51,100,94,2.67,RU,1681866624
287,katsuura,35.1333,140.3,20.12,73,4,6.78,JP,1681866667
288,rongelap,11.1635,166.8941,26.67,78,100,9.89,MH,1681866697
289,turkmenbasy,40.0222,52.9552,11.84,28,8,5.31,TM,1681866698
290,lagoa,39.05,-27.9833,14.4,72,90,6.95,PT,1681866698
291,sur,22.5667,59.5289,26.72,64,87,1.73,OM,1681866589
292,doganhisar,38.1463,31.6765,8.49,61,0,2.43,TR,1681866698
293,winnemucca,40.973,-117.7357,5.03,26,20,5.66,US,1681866698
294,winburg,-28.518,27.0093,11.75,40,0,1.85,ZA,1681866699
295,champerico,14.3,-91.9167,29.13,65,48,1.93,GT,1681866699
296,sao felix do xingu,-6.6447,-51.995,22.36,98,100,0.84,BR,1681866699
297,gucheng chengguanzhen,32.266,111.6348,23.8,55,100,0.55,CN,1681866700
298,vila velha,-20.3297,-40.2925,26.97,88,0,2.57,BR,1681866700
299,melekeok village,7.4957,134.6367,30.31,74,75,4.63,PW,1681866700
300,zouerate,22.7187,-12.4521,20.58,47,0,5.23,MR,1681866700
301,urucurituba,-2.6833,-57.6667,23.88,97,100,1.3,BR,1681866701
302,bonthe,7.5264,-12.505,26.82,79,100,2.7,SL,1681866701
303,tucumcari,35.1717,-103.725,25.52,8,0,8.75,US,1681866701
304,ta`u,-14.2336,-169.5144,26.96,80,100,7.09,AS,1681866701
305,nawabshah,26.2483,68.4096,22.98,68,62,0.0,PK,1681866702
306,caconda,-13.7333,15.0667,15.93,94,100,2.39,AO,1681866702
307,hajiganj,23.2511,90.8592,28.21,80,0,4.52,BD,1681866702
308,papao,-17.75,-149.55,30.37,75,100,6.89,PF,1681866651
309,palmer,42.1584,-72.3287,9.75,58,100,3.6,US,1681866703
310,kotlas,61.2611,46.6556,-1.41,94,8,1.68,RU,1681866703
311,carutapera,-1.195,-46.02,24.23,92,100,1.24,BR,1681866703
312,nizhneangarsk,55.7833,109.55,-4.55,56,100,2.9,RU,1681866703
313,sevastopol,44.6,33.5333,11.67,60,100,1.05,UA,1681866689
314,staryye ozinki,51.1786,49.6769,7.52,45,100,3.33,RU,1681866704
315,tura,25.5198,90.2201,27.31,64,0,3.22,IN,1681866704
316,bowen,-20.0167,148.2333,27.03,62,1,5.11,AU,1681866705
317,yaren,-0.5472,166.916,28.61,75,31,4.03,NR,1681866705
318,hecun,36.5333,114.1111,22.44,38,0,2.57,CN,1681866705
319,sarmiento,-45.5882,-69.07,13.08,62,55,6.64,AR,1681866705
320,mata-utu,-13.2816,-176.1745,28.37,75,100,5.16,WF,1681866705
321,sitka,57.0531,-135.33,8.94,49,0,2.06,US,1681866694
322,klyuchi,52.2667,79.1667,-7.51,78,11,4.45,RU,1681866637
323,mil'kovo,55.6078,37.7956,9.27,79,14,3.28,RU,1681866706
324,mejit,10.2753,170.8646,26.75,79,100,8.15,MH,1681866652
325,coahuayana de hidalgo,18.7,-103.6583,25.61,64,32,2.12,MX,1681866707
326,san pedro pochutla,15.7333,-96.4667,29.28,73,94,2.79,MX,1681866707
327,narnaul,28.0444,76.1083,26.02,45,73,1.39,IN,1681866707
328,arraial do cabo,-22.9661,-42.0278,24.95,83,100,4.25,BR,1681866564
329,fisterra,42.9049,-9.2629,13.34,74,39,2.56,ES,1681866707
330,emerald,-23.5333,148.1667,25.75,64,0,3.74,AU,1681866560
331,meulaboh,4.1363,96.1285,25.63,87,100,1.21,ID,1681866708
332,utrik,11.2278,169.8474,26.4,80,100,8.54,MH,1681866612
333,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,75,75,6.0,RU,1681866708
334,andovoranto,-18.95,49.1,22.69,92,82,3.91,MG,1681866708
335,hami,42.8,93.45,8.07,22,100,11.14,CN,1681866709
336,tual,-5.6667,132.75,27.85,75,51,3.14,ID,1681866709
337,mahdia,35.5047,11.0622,14.97,78,58,4.26,TN,1681866709
338,rikaze,29.25,88.8833,6.35,41,39,1.17,CN,1681866709
339,kanniyakumari,8.0833,77.5667,27.77,81,7,3.25,IN,1681866709
340,puerto aysen,-45.4,-72.7,10.27,99,100,2.05,CL,1681866710
341,cape coast,5.1053,-1.2466,27.16,84,100,2.21,GH,1681866710
342,kerikeri,-35.2268,173.9474,20.51,95,87,0.89,NZ,1681866710
343,masterton,-40.9597,175.6575,15.87,97,100,1.33,NZ,1681866645
344,abadeh,31.1608,52.6506,10.47,37,0,1.05,IR,1681866710
345,znamenskoye,57.1281,73.8282,-7.59,70,13,2.05,RU,1681866711
346,fort st. john,56.2499,-120.8529,8.7,38,100,6.28,CA,1681866542
347,waingapu,-9.6567,120.2641,27.61,77,34,5.96,ID,1681866711
348,taroudant,30.4703,-8.877,16.21,86,100,2.13,MA,1681866711
349,buala,-8.145,159.5921,29.19,65,50,0.68,SB,1681866712
350,kentau,43.5206,68.5094,2.99,51,0,4.39,KZ,1681866712
351,tomatlan,19.9333,-105.25,26.03,53,100,2.44,MX,1681866712
352,dawei,14.0833,98.2,28.82,67,88,0.8,MM,1681866491
353,monroeville,40.4212,-79.7881,7.57,65,0,1.54,US,1681866619
354,villa gesell,-37.2639,-56.973,8.92,67,28,6.93,AR,1681866712
355,aljezur,37.3191,-8.8033,14.56,73,94,1.27,PT,1681866713
356,victoria point,-27.5833,153.3,25.8,65,60,3.58,AU,1681866713
357,jalal-abad,40.9333,73.0,3.8,68,6,2.18,KG,1681866693
358,san luis de la loma,17.2706,-100.8939,27.12,71,8,2.88,MX,1681866713
359,sisimiut,66.9395,-53.6735,-7.31,87,100,3.51,GL,1681866713
360,bel ombre,-4.6167,55.4167,28.61,75,44,3.9,SC,1681866713
361,bataipora,-22.2953,-53.2711,19.78,98,100,3.3,BR,1681866713
362,shendi,16.6915,33.4341,26.84,8,34,4.8,SD,1681866714
363,tindouf,27.6711,-8.1474,18.75,58,0,5.67,DZ,1681866639
364,samarskoye,46.9336,39.6814,9.36,82,100,5.22,RU,1681866714
365,porto novo,6.4965,2.6036,27.52,82,100,2.19,BJ,1681866677
366,nar'yan-mar,67.6713,53.087,-10.48,100,99,3.12,RU,1681866655
367,ekibastuz,51.6667,75.3667,-6.47,92,58,2.67,KZ,1681866715
368,lesnoy,57.6198,63.0784,-3.6,63,6,1.88,RU,1681866715
369,manado,1.487,124.8455,31.43,66,20,1.03,ID,1681866715
370,candelaria,13.9311,121.4233,29.1,66,11,1.78,PH,1681866715
371,ishigaki,24.3448,124.1572,24.74,92,99,9.87,JP,1681866717
372,villa del totoral,-30.8167,-63.7167,13.87,38,10,2.93,AR,1681866717
373,rabo de peixe,37.8,-25.5833,12.73,76,20,3.09,PT,1681866717
374,maine soroa,13.2114,12.0241,28.35,12,6,0.93,NE,1681866718
375,katiola,8.1333,-5.1,25.11,76,97,4.41,CI,1681866718
376,stephenville,32.2207,-98.2023,23.47,71,0,7.72,US,1681866718
377,mazatan,14.8667,-92.45,29.04,79,20,1.54,MX,1681866718
378,chui,-33.6971,-53.4616,12.32,62,29,5.63,UY,1681866719
379,alta,69.9689,23.2717,7.33,77,100,0.51,NO,1681866719
380,mili,6.0815,171.735,27.79,77,96,7.28,MH,1681866719
381,murzuq,25.9155,13.9184,19.83,36,0,4.77,LY,1681866719
382,pengcheng,36.4311,114.17,22.77,38,0,2.37,CN,1681866719
383,port saint john's,-31.6229,29.5448,19.48,68,0,2.29,ZA,1681866720
384,dayton,39.7589,-84.1916,12.12,52,0,2.06,US,1681866516
385,husum,54.4858,9.0524,4.98,75,100,3.31,DE,1681866720
386,morondava,-20.2833,44.2833,24.43,77,0,2.17,MG,1681866720
387,yeniseysk,58.4497,92.1703,-12.14,77,27,3.12,RU,1681866720
388,usinsk,65.9939,57.5281,-7.39,98,95,4.0,RU,1681866721
389,cannonvale,-20.2833,148.7,25.66,64,1,7.17,AU,1681866722
390,nagqu,31.5,92.0,2.99,45,100,3.02,CN,1681866722
391,rawdon,46.0501,-73.7159,6.18,89,86,3.73,CA,1681866723
392,chibougamau,49.9168,-74.3659,0.1,95,67,1.14,CA,1681866723
393,fulton,33.7668,-84.4499,21.18,45,0,1.54,US,1681866723
394,pisco,-13.7,-76.2167,23.03,73,0,5.66,PE,1681866723
395,chontaul,43.3048,46.8597,7.83,90,100,3.79,RU,1681866723
396,puerto deseado,-47.7503,-65.8938,9.55,72,96,7.02,AR,1681866724
397,sanand,22.9833,72.3833,29.12,52,61,3.07,IN,1681866605
398,trincomalee,8.5711,81.2335,26.06,85,10,3.53,LK,1681866384
399,luderitz,-26.6481,15.1594,18.49,55,0,0.74,NA,1681866725
400,ulaangom,49.9811,92.0667,-1.27,25,1,1.99,MN,1681866725
401,nieuw amsterdam,5.8833,-55.0833,26.12,86,92,2.85,SR,1681866725
402,tromso,69.6496,18.957,6.01,87,100,9.26,NO,1681866725
403,contamana,-7.3333,-75.0167,24.71,81,100,1.48,PE,1681866725
404,ivanava,52.1451,25.5365,7.98,86,100,3.57,BY,1681866726
405,condado,21.8767,-79.8403,24.34,68,2,1.98,CU,1681866726
406,bridgewater,44.3835,-64.5155,9.5,66,1,3.13,CA,1681866726
407,novyy urengoy,66.0833,76.6333,-10.95,91,100,5.36,RU,1681866726
408,sigaboy,6.6541,126.0727,27.63,77,9,1.27,PH,1681866727
409,lewistown,40.5992,-77.5714,6.77,77,75,0.0,US,1681866727
410,bhamo,24.2667,97.2333,29.0,27,0,0.53,MM,1681866491
411,taroa,8.7058,171.2275,27.48,78,45,7.94,MH,1681866728
412,spencer,43.1414,-95.1444,14.75,39,100,7.81,US,1681866728
413,kalianget,-7.05,113.9333,28.24,77,97,3.47,ID,1681866728
414,huilong,31.8111,121.655,17.58,90,100,4.96,CN,1681866729
415,kili,5.6439,169.1211,28.02,76,62,7.2,MH,1681866729
416,yuzhno-kurilsk,44.0306,145.8556,6.26,65,100,0.77,RU,1681866729
417,lazaro cardenas,17.9583,-102.2,26.16,73,9,3.0,MX,1681866729
418,puerto colombia,10.9878,-74.9547,26.05,83,98,8.91,CO,1681866730
419,gobabis,-22.45,18.9667,18.18,37,50,4.01,NA,1681866730
420,musan-up,42.2261,129.2078,14.28,25,100,1.57,KP,1681866730
421,zhanibek,49.4167,46.85,7.71,35,98,4.35,KZ,1681866730
422,groningen,53.25,6.75,8.34,80,91,4.63,NL,1681866604
423,puerto varas,-41.3195,-72.9854,12.12,100,100,1.03,CL,1681866731
424,san marcos,33.1434,-117.1661,17.61,74,75,4.63,US,1681866507
425,falam,22.9167,93.6833,23.8,33,0,1.01,MM,1681866731
426,puerto armuelles,8.2833,-82.8667,27.99,81,100,1.26,PA,1681866594
427,san andres,12.5847,-81.7006,27.01,74,20,4.12,CO,1681866339
428,miri,4.4148,114.0089,27.83,82,96,0.29,MY,1681866611
429,flying fish cove,-10.4217,105.6791,27.21,78,100,6.72,CX,1681866732
430,tukrah,32.5341,20.5791,14.67,79,29,4.06,LY,1681866732
431,el abadia,36.2695,1.6861,12.82,61,0,3.49,DZ,1681866732
432,gombi,10.1614,12.7399,29.1,33,6,1.1,NG,1681866499
433,bela,25.9333,81.9833,29.92,20,0,3.48,IN,1681866733
434,yamazakicho-nakabirose,35.0,134.55,15.19,92,100,0.79,JP,1681866733
435,egilsstadir,65.2653,-14.3948,7.62,96,63,4.37,IS,1681866733
436,sagua de tanamo,20.5819,-75.2414,23.24,92,94,0.63,CU,1681866734
437,faya-largeau,17.9257,19.1043,30.43,9,2,4.13,TD,1681866734
438,vega de alatorre,20.0333,-96.6333,25.32,86,1,6.29,MX,1681866734
439,vail,32.0479,-110.712,26.9,10,5,4.92,US,1681866734
440,greymouth,-42.4667,171.2,16.9,76,52,2.8,NZ,1681866735
441,onega,63.9061,38.1404,-3.76,98,27,1.27,RU,1681866735
442,al mawsil al jadidah,36.3346,43.0978,18.35,53,6,1.37,IQ,1681866735
443,daru,-9.0763,143.2092,25.34,88,100,2.63,PG,1681866577
444,patacamaya,-17.2333,-67.9167,9.99,31,5,2.23,BO,1681866676
445,visaginas,55.6,26.4167,4.38,83,98,3.35,LT,1681866736
446,aktau,43.65,51.2,9.32,29,98,10.24,KZ,1681866737
447,nanjangud,12.1197,76.6828,22.45,79,6,1.75,IN,1681866737
448,flin flon,54.7682,-101.865,-0.78,81,100,5.08,CA,1681866737
449,bac lieu,9.285,105.7244,29.11,73,46,3.03,VN,1681866738
450,alofi,-19.0595,-169.9187,26.51,82,95,8.8,NU,1681866739
451,anan,33.9167,134.65,16.84,88,100,0.22,JP,1681866739
452,patnanungan,14.7833,122.1833,28.0,77,98,1.57,PH,1681866740
453,wynyard,-41.0,145.7167,13.88,57,87,5.68,AU,1681866740
454,iquique,-20.2208,-70.1431,19.02,80,57,2.38,CL,1681866723
455,medicine hat,50.0501,-110.6683,8.25,62,6,3.13,CA,1681866738
456,slobozia,46.7281,29.7078,9.24,93,100,2.27,MD,1681866146
457,yashkul',46.1711,45.3435,9.21,56,100,7.95,RU,1681866742
458,kwale,5.7063,6.4374,25.37,94,100,1.6,NG,1681866742
459,al kharijah,25.4514,30.5464,26.06,15,0,2.24,EG,1681866742
460,xilin hot,43.9667,116.0333,18.7,19,100,9.43,CN,1681866742
461,villazon,-22.0866,-65.5942,10.11,18,100,6.79,BO,1681866743
462,champoton,19.35,-90.7167,26.7,69,0,5.68,MX,1681866743
463,rockland,41.1668,-74.0496,8.83,55,9,1.79,US,1681866743
464,howard springs,-12.497,131.047,25.95,53,84,3.21,AU,1681866743
465,den burg,53.0542,4.7972,8.99,82,16,5.66,NL,1681866744
466,north bend,43.4065,-124.2243,8.47,88,100,7.2,US,1681866744
467,markovo,57.3206,107.0881,-6.16,61,99,3.96,RU,1681866632
468,magadan,59.5667,150.8,0.24,69,100,4.38,RU,1681866744
469,beaufort west,-32.3567,22.583,22.11,27,4,3.17,ZA,1681866745
470,devils lake,48.1128,-98.8651,6.08,60,20,6.69,US,1681866745
471,al ghayzah,16.2079,52.176,26.35,75,35,2.36,YE,1681866745
472,leshan,29.5623,103.7639,25.28,70,3,1.59,CN,1681866746
473,aykhal,66.0,111.5,-6.85,92,100,6.02,RU,1681866634
474,syktyvkar,61.6764,50.8099,-1.15,68,0,2.0,RU,1681866746
475,ilha de mocambique,-15.0342,40.7358,25.08,78,58,5.94,MZ,1681866747
476,kavaratti,10.5669,72.642,28.56,71,6,3.22,IN,1681866747
477,bokani,9.4333,5.2,26.15,74,100,2.64,NG,1681866748
478,mount pearl,47.5166,-52.7813,-1.59,92,100,2.24,CA,1681866748
479,pindushi,62.9152,34.58,-2.56,97,81,1.91,RU,1681866748
480,happy valley-goose bay,53.3168,-60.3315,3.69,78,100,4.39,CA,1681866748
481,ca mau,9.1769,105.15,29.19,71,63,1.97,VN,1681866615
482,martapura,-3.4167,114.85,28.05,78,20,1.03,ID,1681866492
483,qulsary,46.9531,54.0198,8.42,35,65,4.0,KZ,1681866749
484,lobujya,27.95,86.8167,-9.14,32,0,2.08,NP,1681866749
485,rio pardo de minas,-15.6097,-42.5397,22.19,66,9,1.12,BR,1681866637
486,makokou,0.5738,12.8642,21.66,96,89,1.09,GA,1681866750
487,umm kaddadah,13.6017,26.6876,26.1,8,36,6.15,SD,1681866750
488,kingston,17.997,-76.7936,26.25,87,79,0.89,JM,1681866584
489,shilong,23.1123,113.8425,27.99,71,91,3.96,CN,1681866750
490,conduaga,8.862,117.4893,30.09,64,74,0.25,PH,1681866751
491,malvan,16.0667,73.4667,26.16,87,1,1.83,IN,1681866751
492,lospalos,-8.5186,127.0025,24.25,82,98,4.0,TL,1681866752
493,sinop,41.7711,34.8709,11.31,80,69,3.62,TR,1681866752
494,minab,27.1467,57.0801,22.86,67,4,1.05,IR,1681866752
495,amga,60.8953,131.9608,-4.07,84,100,2.46,RU,1681866752
496,lorengau,-2.0226,147.2712,29.57,70,100,3.84,PG,1681866752
497,villanueva de cordoba,38.3228,-4.6287,10.37,47,93,0.09,ES,1681866752
498,taoudenni,22.6783,-3.9836,30.14,18,12,3.43,ML,1681866629
499,tabasco,18.0,-92.6667,30.04,69,0,2.57,MX,1681866753
500,chernyshevskiy,63.0128,112.4714,-7.08,87,56,1.19,RU,1681866753
501,el granada,37.5027,-122.4694,15.38,54,0,7.72,US,1681866515
502,dzuunmod,48.2199,97.3744,-5.97,23,0,6.32,MN,1681866753
503,tralee,52.2704,-9.7026,6.37,90,4,3.0,IE,1681866754
504,troitsko-pechorsk,62.7084,56.1964,-10.62,98,70,0.46,RU,1681866754
505,adrar,20.5022,-10.0711,26.34,21,52,4.23,MR,1681866754
506,weno,7.4515,151.8468,27.97,83,100,3.09,FM,1681866607
507,fortuna,40.5982,-124.1573,10.52,62,100,2.68,US,1681866755
508,sinabang,2.4803,96.3801,27.29,80,100,0.84,ID,1681866755
509,ballina,-28.8667,153.5667,22.66,57,95,4.87,AU,1681866756
510,kailua-kona,19.6406,-155.9956,27.93,70,0,5.14,US,1681866627
511,ketchikan,55.3422,-131.6461,12.26,35,0,4.63,US,1681866756
512,nesebar,42.7833,27.7333,9.49,95,100,1.22,BG,1681866757
513,sinjai,-5.1241,120.253,28.03,78,95,0.98,ID,1681866757
514,umm qasr,30.0405,47.9168,24.08,25,40,4.0,IQ,1681866758
515,alice town,25.7167,-79.3,23.98,61,0,5.91,BS,1681866758
516,bayanhongor,46.7167,100.1167,-4.01,14,100,6.65,MN,1681866759
517,vryburg,-26.9566,24.7284,13.23,39,0,1.97,ZA,1681866759
518,bogo,11.0517,124.0055,29.51,65,91,2.56,PH,1681866759
519,goundam,16.4145,-3.6708,28.32,12,21,4.23,ML,1681866759
520,port lincoln,-34.7333,135.8667,15.57,54,100,5.49,AU,1681866741
521,bafoulabe,13.8065,-10.8321,33.59,15,99,1.52,ML,1681866760
522,wapato,46.4476,-120.4203,11.49,34,0,4.63,US,1681866760
523,taltal,-25.4,-70.4833,18.97,72,0,1.96,CL,1681866620
524,camargo,27.6667,-105.1667,28.54,10,80,6.65,MX,1681866760
525,qamdo,31.1667,97.2333,3.2,55,0,1.13,CN,1681866761
526,shitanjing,39.2342,106.3439,20.1,33,98,4.89,CN,1681866761
527,constitucion,-35.3333,-72.4167,12.31,69,19,4.21,CL,1681866761
528,agustin codazzi,10.0341,-73.2361,25.0,81,100,1.87,CO,1681866762
529,birjand,32.8663,59.2211,10.97,33,0,0.97,IR,1681866762
530,batang,-6.4846,110.7083,27.88,75,21,0.76,ID,1681866762
531,new rochelle,40.9115,-73.7823,9.99,51,20,9.77,US,1681866657
532,sijunjung,-0.6876,100.9537,24.76,92,74,0.65,ID,1681866763
533,stralsund,54.3091,13.0818,6.7,72,100,6.51,DE,1681866763
534,ulubey,40.8721,37.7588,12.07,73,100,3.46,TR,1681866764
535,baloda bazar,21.6667,82.1667,29.88,18,38,1.82,IN,1681866764
536,tandil,-37.3217,-59.1332,9.6,64,100,3.43,AR,1681866764
537,namibe,-15.1961,12.1522,26.37,67,91,1.11,AO,1681866765
538,tevriz,57.509,72.4042,-6.26,53,12,1.81,RU,1681866765
539,robertsport,6.7533,-11.3686,27.39,78,95,1.27,LR,1681866765
540,laascaanood,8.4774,47.3597,23.17,66,5,3.64,SO,1681866766
541,mossel bay,-34.1831,22.146,14.96,83,85,1.77,ZA,1681866703
542,tinajo,29.0788,-13.7081,18.49,72,100,2.06,ES,1681866766
543,bubaque,11.2833,-15.8333,25.94,72,16,6.6,GW,1681866766
544,kalemie,-5.9475,29.1947,21.5,87,53,2.35,CD,1681866767
545,paveh,35.0434,46.3565,10.52,54,0,1.1,IR,1681866767
546,gloucester point,37.254,-76.4969,21.1,46,0,4.12,US,1681866767
547,tanah rata,4.475,101.3704,19.82,86,100,0.09,MY,1681866768
548,meadow lake,34.8014,-106.5436,22.49,10,38,8.46,US,1681866768
549,nizhnesortymskiy,62.4397,71.7603,-9.29,89,100,4.37,RU,1681866768
550,kavieng,-2.5744,150.7967,28.28,71,85,1.4,PG,1681866768
551,namsos,64.4662,11.4957,-0.05,93,16,3.09,NO,1681866769
552,aripuana,-9.1667,-60.6333,23.25,98,100,0.56,BR,1681866769
553,sorong,-0.8833,131.25,28.18,75,15,2.45,ID,1681866769
554,betio village,1.358,172.9211,31.02,76,36,4.95,KI,1681866770
555,antsiranana,-12.2787,49.2917,25.24,83,46,6.01,MG,1681866770
556,korla,41.7597,86.1469,10.25,27,100,5.96,CN,1681866770
557,saint-leu,-21.15,55.2833,24.48,90,3,1.26,RE,1681866756
558,nadi,-17.8,177.4167,30.0,74,40,4.12,FJ,1681866607
559,nantucket,41.2835,-70.0995,12.03,79,100,5.77,US,1681866736
560,severo-yeniseyskiy,60.3725,93.0408,-14.52,90,100,3.48,RU,1681866771
561,chern',53.4523,36.9145,7.31,61,100,3.29,RU,1681866772
562,suva,-18.1416,178.4415,31.71,62,40,2.57,FJ,1681866773
563,calhoun,42.2506,-85.0005,6.17,60,0,0.0,US,1681866773
564,okuta,9.2167,3.1833,24.67,77,100,1.49,NG,1681866496
565,cherykaw,53.5692,31.3793,7.64,70,100,2.57,BY,1681866773
566,yerofey pavlovich,53.9667,121.9667,1.28,48,8,2.17,RU,1681866774
567,oamaru,-45.0784,170.9801,15.21,80,99,2.55,NZ,1681866593
568,bo phloi,14.3236,99.5161,28.6,62,79,3.39,TH,1681866774
569,tulun,54.5611,100.5792,-2.39,33,87,6.65,RU,1681866774
570,zaoyang,32.1272,112.7542,22.94,62,100,2.67,CN,1681866775
571,jinchang,38.4953,102.1739,11.73,34,77,9.3,CN,1681866775
